Identifikasjonsnr,Objekttype,Beskrivende datering,Ervervelse
NG.K&H.B.06039-002,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-004,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-005,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-006,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-007,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-007VERSO,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-008,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-009,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-009VERSO,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-010,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-010VERSO,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-011VERSO,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06039-016,Billedkunst,Antagelig før 1878,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-002,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-002VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-003,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-004,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-005,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-007,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-008,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-009VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-010,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-010VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-011,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-012,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-016VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-017VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-018,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-018VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-019,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-019VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-021,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-026,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-026VERSO,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-027,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-029,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-030,Billedkunst,Antagelig 1882 eller 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-001VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-002VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-004,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-004VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-005,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-005VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-006,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-006VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-007,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-008,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-009,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-009VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-010,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-010VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-011,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-011VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-012,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-013,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-013VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-014,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-014VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-015,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-015VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-016,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-016VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-017,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-017VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-018,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-018VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-019,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-019VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-020,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-020VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-021,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-021VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-022,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-022VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-023,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-023VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-024,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-024VERSO,Billedkunst,Antagelig 1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-043VERSO,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-044,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-044VERSO,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-045VERSO,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-047VERSO,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-048,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-049,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-049VERSO,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-050,Billedkunst,Antagelig 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-026VERSO,Billedkunst,4. juli 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-029,Billedkunst,4. juli 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-023VERSO,Billedkunst,30. desember 1882,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-020VERSO,Billedkunst,29. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-021VERSO,Billedkunst,29. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-024,Billedkunst,29. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-025,Billedkunst,29. desember 1882,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-021,Billedkunst,28. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-023,Billedkunst,28. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-024,Billedkunst,28. desember 1882,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-017VERSO,Billedkunst,27. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-018VERSO,Billedkunst,27. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-019,Billedkunst,27. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-014,Billedkunst,26. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-015,Billedkunst,26. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-017,Billedkunst,26. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-028,Billedkunst,26. desember 1882,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-011,Billedkunst,25. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-013,Billedkunst,25. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-013VERSO,Billedkunst,25. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036-027VERSO,Billedkunst,24. og 27. desember 1882,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-009VERSO,Billedkunst,24. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-006VERSO,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-007,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-007VERSO,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-008,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-008VERSO,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-022,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-022VERSO,Billedkunst,23. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-002VERSO,Billedkunst,22. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-003,Billedkunst,22. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-005,Billedkunst,22. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-005VERSO,Billedkunst,22. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-006,Billedkunst,22. juni 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06036,Billedkunst,1882 og 1883,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-002,Billedkunst,1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-003,Billedkunst,1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06034-012VERSO,Billedkunst,1875,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-027VERSO,Billedkunst,(Juni eller juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-028,Billedkunst,(Juni eller juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-001,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-001VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-002,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-003VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-004,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-004VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-010,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-010VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-011VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-012,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-012VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-015VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-016,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-016VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-018,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-019VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-020,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-023VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-024VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-025,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-025VERSO,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-026,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-027,Billedkunst,(Juni 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-036,Billedkunst,(Juli) 1873,Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-029VERSO,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-030,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-030VERSO,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-031,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-032,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-033,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-033VERSO,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-034,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-034VERSO,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-035,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033-035VERSO,Billedkunst,(Juli 1873),Ervervet fra Eilif Peterssens dødsbo 1929
NG.K&H.B.06033,Billedkunst,-1873,Ervervet fra Eilif Peterssens dødsbo 1929
MS-04587-2002,Billedkunst,1993,Ervervet 2002
MS-04206-1999,Billedkunst,-1999,Ervervet 1999
MS-04152-1998-1,Billedkunst,1998,Ervervet 1998
MS-04152-1998-10,Billedkunst,1998,Ervervet 1998
MS-04152-1998-11,Billedkunst,1998,Ervervet 1998
MS-04152-1998-12,Billedkunst,1998,Ervervet 1998
MS-04152-1998-13,Billedkunst,1998,Ervervet 1998
MS-04152-1998-14,Billedkunst,1998,Ervervet 1998
MS-04152-1998-15,Billedkunst,1998,Ervervet 1998
MS-04152-1998-16,Billedkunst,1998,Ervervet 1998
MS-04152-1998-17,Billedkunst,1998,Ervervet 1998
MS-04152-1998-2,Billedkunst,1998,Ervervet 1998
MS-04152-1998-3,Billedkunst,1998,Ervervet 1998
MS-04152-1998-4,Billedkunst,1998,Ervervet 1998
MS-04152-1998-5,Billedkunst,1998,Ervervet 1998
MS-04152-1998-6,Billedkunst,1998,Ervervet 1998
MS-04152-1998-7,Billedkunst,1998,Ervervet 1998
MS-04152-1998-8,Billedkunst,1998,Ervervet 1998
MS-04152-1998-9,Billedkunst,1998,Ervervet 1998
MS-04152-1998,Billedkunst,-1998,Ervervet 1998
MS-03553-1993-001,Billedkunst,1971,Ervervet 1993
MS-03553-1993-002,Billedkunst,1971,Ervervet 1993
MS-03553-1993-003,Billedkunst,1971,Ervervet 1993
MS-03553-1993-004,Billedkunst,1971,Ervervet 1993
MS-03553-1993-005,Billedkunst,1971,Ervervet 1993
MS-03553-1993-006,Billedkunst,1971,Ervervet 1993
MS-03553-1993-007,Billedkunst,1971,Ervervet 1993
MS-03553-1993-008,Billedkunst,1971,Ervervet 1993
MS-00016-1988,Billedkunst,1988,Ervervet 1988
MS-00017-1988,Billedkunst,1988,Ervervet 1988
NG.K&H.A.19724,Billedkunst,(1954) (plate) / 1954 (trykk),Ervervet 1985
NG.K&H.A.19722,Billedkunst,(1936) (plate) / 1936 (trykk),Ervervet 1985
NG.K&H.A.19723,Billedkunst,(1936) (plate) / 1936 (trykk),Ervervet 1985
NG.K&H.A.19721,Billedkunst,(1936) (plate) / (1936) (trykk),Ervervet 1985
NG.K&H.A.19477,Billedkunst,Antagelig 1949 (plate) / 1949 (trykk),Ervervet 1949
NG.K&H.A.19467,Billedkunst,1944 eller 1945 (plate) / 1946 (trykk)    ,Ervervet 1946
NG.K&H.B.08212,Billedkunst,1936 (plate) / (1936) (trykk),Ervervet 1936
NG.K&H.A.19423,Billedkunst,-1934,Ervervet 1934
NG.K&H.B.00405,Billedkunst,uten år,Ervervet 1929
NG.K&H.B.00412,Billedkunst,uten år,Ervervet 1929
NG.K&H.B.00413,Billedkunst,uten år,Ervervet 1929
NG.K&H.B.00415,Billedkunst,uten år,Ervervet 1929
NG.K&H.B.00425,Billedkunst,uten år,Ervervet 1929
NG.K&H.B.00408,Billedkunst,1920,Ervervet 1929
NG.K&H.B.00406,Billedkunst,1884,Ervervet 1929
NG.K&H.B.00426,Billedkunst,1877,Ervervet 1929
NG.K&H.B.00427,Billedkunst,1877,Ervervet 1929
NG.K&H.B.00411,Billedkunst,1876,Ervervet 1929
NG.K&H.B.00410,Billedkunst,1871,Ervervet 1929
NG.K&H.B.00428,Billedkunst,1871,Ervervet 1929
NG.K&H.B.00404,Billedkunst,1870,Ervervet 1929
NG.K&H.B.00430,Billedkunst,1870,Ervervet 1929
NG.K&H.B.00401,Billedkunst,Uten år,Ervervet 1928
NG.K&H.B.08381,Billedkunst,(1928) Eller tidligere,Ervervet 1928
NG.K&H.A.10335,Billedkunst,Ca. 1496 (plate),Ervervet 1923
NG.K&H.A.05766,Billedkunst,1505 (plate),Ervervet 1923
NG.K&H.A.10334,Billedkunst,1497 (plate),Ervervet 1923
NG.K&H.A.11575,Billedkunst,1496 eller 1497 (plate),Ervervet 1923
NG.K&H.A.10336,Billedkunst,(1519) Ant.,Ervervet 1923
NG.K&H.A.10337,Billedkunst,(1514) Ant.,Ervervet 1923
NG.K&H.B.00414,Billedkunst,1882,Ervervet 1919
NG.K&H.A.19300,Billedkunst,1909 eller 1910,Ervervet 1910
NG.K&H.B.08026,Billedkunst,uten år,Ervervet 1904
NG.K&H.B.08242,Billedkunst,1895,Ervervet 1895
NG.K&H.B.08241,Billedkunst,1894,Ervervet 1895
NG.K&H.B.08243,Billedkunst,1894,Ervervet 1895
NG.K&H.A.00337,Billedkunst,uten år,Ervervelsesår ukjent Gave fra Valborg Stang og Christian Sissener 1877
NG.K&H.A.19719,Billedkunst,Mellom 1904 og 1906 (plate) / antagelig 1906 (trykk),Ervervelsesår ukjent
NG.K&H.A.13878,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk) (1816) Ant.,Ervervelsesår ukjent
NG.K&H.A.13866,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13867,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13868,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13869,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13870,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13871,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13872,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13873,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13874,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13875,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13876,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13877,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13879,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13880,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13881,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13882,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13884,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13885,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13886,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13887,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13888,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13889,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13890,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13891,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13892,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13894,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13896,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13897,Billedkunst,Mellom 1811 og 1816 (plate) / 1905 (trykk),Ervervelsesår ukjent
NG.K&H.A.13898,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13899,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13900,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13901,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13902,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13903,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13904,Billedkunst,Mellom 1811 og 1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.B.03172,Billedkunst,antagelig 1858,Ervervelsesår ukjent
NG.K&H.B.03172VERSO,Billedkunst,antagelig 1858,Ervervelsesår ukjent
NG.K&H.B.08216,Billedkunst,1972 eller 1973 (trykk),Ervervelsesår ukjent
