Identifikasjonsnr,Objekttype,Beskrivende datering,Ervervelse
NG.K&H.B.03173,Billedkunst,1858,Ervervelsesår ukjent
NG.K&H.B.03173VERSO,Billedkunst,1858,Ervervelsesår ukjent
NG.K&H.A.13883,Billedkunst,1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13893,Billedkunst,1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.A.13895,Billedkunst,1815 (plate) / 1905 (trykk)  ,Ervervelsesår ukjent
NG.K&H.B.05563,Billedkunst,1670,Ervervelsesår ukjent
NG.K&H.A.12024,Billedkunst,1654 (plate),Ervervelsesår ukjent
NG.K&H.A.10975,Billedkunst,1641 (plate),Ervervelsesår ukjent
NG.K&H.A.14083,Billedkunst,1514 (plate),Ervervelsesår ukjent
NG.K&H.B.06907,Billedkunst,-1907,Ervervelsesår ukjent
NG.K&H.B.05077,Billedkunst,-1887,Ervervelsesår ukjent
NG.K&H.A.00039,Billedkunst,Ca. 1512 (plate)    ,Ervervelsesopplysninger under arbeid Gave fra Valborg Stang og Christian Sissener 1877
NG.K&H.A.00038,Billedkunst,1519 (plate)  ,Ervervelsesopplysninger under arbeid Gave fra Valborg Stang og Christian Sissener 1877
NG.K&H.B.04489,Billedkunst,1845,Ervervelsesopplysninger under arbeid    
NG.K&H.B.03327,Billedkunst,Mellom 1895 og 1899,Ervervelsesopplysninger under arbeid  
NG.K&H.A.19150,Billedkunst,Mellom 1792 og 1796 (plate)      ,Ervervelsesopplysninger under arbeid  
NG.K&H.B.05614,Billedkunst,Antagelig 1889,Ervervelsesopplysninger under arbeid  
NG.K&H.B.01057,Billedkunst,Antagelig 1880,Ervervelsesopplysninger under arbeid  
NG.K&H.B.01057VERSO,Billedkunst,Antagelig 1880,Ervervelsesopplysninger under arbeid  
NG.K&H.B.06067,Billedkunst,Antagelig 1867,Ervervelsesopplysninger under arbeid  
NG.K&H.B.04145VERSO,Billedkunst,Antagelig 1842  ,Ervervelsesopplysninger under arbeid  
NG.K&H.B.04145,Billedkunst,Antagelig 1842,Ervervelsesopplysninger under arbeid  
NG.K&H.B.06261,Billedkunst,-1894,Ervervelsesopplysninger under arbeid  
NG.K&H.B.06266,Billedkunst,-1894,Ervervelsesopplysninger under arbeid  
NG.K&H.B.06261VERSO,Billedkunst,,Ervervelsesopplysninger under arbeid  
NG.K&H.A.11268,Billedkunst,Utgitt 1748,Ervervelsesopplysninger under arbeid
NG.K&H.B.03797,Billedkunst,Uten år  ,Ervervelsesopplysninger under arbeid
NG.K&H.B.03839,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04168,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04233,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04234VERSO,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04312,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04406,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04485,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04516,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
NG.K&H.B.04518,Billedkunst,Uten år ,Ervervelsesopplysninger under arbeid
MS-04673-2003,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.K.1177,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.K.1333,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03300,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03506,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03813,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03833,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03834,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03838,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03840,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.03985,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.16729,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18725,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18947,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18948,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18949,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18950,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18951,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.A.18952,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.00409,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.00582,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01491,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01492,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01495,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01495VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01496,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01497,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01847,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.01847VERSO,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02840,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02846,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02860,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02860VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02861,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02861VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.02862,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03105,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03106,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03109,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03160,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03303,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03304,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03304VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03305,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03306,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03306VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03307,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03307VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03308,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03309,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03310,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03311,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03313,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03314,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03328,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03329,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03337,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03775,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03806,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03830,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03831,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03832,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03833,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03834,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03835,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03836,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03837,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03838,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03840,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03841,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03842,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03843,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03844,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03845,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03846,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03847,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03848,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03849,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.03854,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04099,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04100,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04102,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04109,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04109VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04113,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04120,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04120VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04121,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04122,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04128,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04130,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04132,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04133,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04134,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04135,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04136,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04137,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04138,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04148,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04149,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04150,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04151,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04151VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04152,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04153,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04154,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04155,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04156,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04157,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04158,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04159,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04160,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04161,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04164,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04165,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04166,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04167,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04169,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04170,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04171,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04172,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04173,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04174,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04175,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04176,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04177,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04178,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04180,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04181,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04182,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04183,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04184,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04185,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04186,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04188,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04189,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04190,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04191,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04192,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04193,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04194,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04195,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04195VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04196,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04197,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04198,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04199,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04200,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04201,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04202,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04203,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04204,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04205,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04207,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04208,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04209,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04210,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04212,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04213,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04215,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04218,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04219,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04220,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04221,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04222,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04223,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04224,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04225,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04226,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04227,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04228,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04231,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04232,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04234,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04235,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04237,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04238,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04239,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04240,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04242,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04243,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04244,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04245,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04246,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04247,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04248,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04249,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04249VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04250,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04251,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04252,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04254,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04255,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04256,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04257,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04258,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04310,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04329,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04330,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04331,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04339,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04340,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04370,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04372,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04398,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04399,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04430,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04431,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04432,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04433,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04434,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04435,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04436,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04437,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04438,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04439,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04440,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04441,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04443,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04444,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04445,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04446,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04481,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04483,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04484,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04486,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04512,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04513,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04515,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04517,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04519,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04520,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04521,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04522,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04523,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04524,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04525,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04526,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04527,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04528,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04530,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04882,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04895,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04895VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.04957,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05218,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05219,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05219VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05228,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05229,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05230,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05234,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05234VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05266,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05266VERSO,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05601,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05890,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05891,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05897,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.05906,Billedkunst,uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.06043,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.06184,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.06886,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07351,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07354,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07358,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07361,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07364,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07369,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07370,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07750,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07752,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
NG.K&H.B.07753,Billedkunst,Uten år,Ervervelsesopplysninger under arbeid
